year,symbol,PE
2012,AAL,-1.611607142857143
2012,AAP,13.471644423440454
2012,ABT,7.701676226329788
2012,ADS,14.604857286729855
2012,AEE,-7.9750624688279315
2012,AEP,16.169230384615386
2012,AFL,7.879478745928338
2012,AIV,41.08196639344263
2012,AKAM,31.86087043478261
2012,ALB,16.26361045845272
2012,ALK,4.5327182326621935
2012,ALL,7.176220806794056
2012,AME,17.329824385973684
2012,AMG,33.67559568452381
2012,AMP,12.038297872340424
2012,AMT,42.3416149068323
2012,ANTM,7.705811077481841
2012,AON,16.975247359735977
2012,APA,17.23333333333333
2012,APH,8.003633793604651
2012,ARNC,36.35684865900001
2012,ATVI,11.366336633663366
2012,AVB,30.880185253456222
2012,AWK,16.95320147783251
2012,AXP,13.397698209718671
2012,BAC,32.92307692307692
2012,BAX,7.448815938175356
2012,BBT,9.927007116788321
2012,BBY,-5.217262053571429
2012,BK,11.200980147058823
2012,BLL,15.40038390804598
2012,BMY,28.91880427350428
2012,BSX,-1.9013840830449826
2012,BXP,53.48186398963731
2012,C,13.161354183266933
2012,CB,9.423366645728642
2012,CBG,17.877551530612248
2012,CCI,90.61718593749998
2012,CF,1.204042823082239
2012,CHD,9.9290001
2012,CHK,-12.862716268561643
2012,CHRW,18.152173641304344
2012,CI,8.391228070175439
2012,CINF,13.469111583011584
2012,CL,9.400770520231214
2012,CME,18.406642103321033
2012,CNC,500.5625
2012,CNP,20.010203571428573
2012,COF,8.064412157809985
2012,COG,34.851190674603174
2012,CTL,30.4600008
2012,CTSH,9.951289255014327
2012,CVX,7.9914306259314465
2012,CXO,21.00239246411483
2012,D,98.49056698113208
2012,DFS,6.919463087248323
2012,DGX,16.700572922636102
2012,DHR,11.30302930415942
2012,DLR,45.679053716216224
2012,DNB,11.91421939721793
2012,DUK,307.4998428571429
2012,DVA,8.384408602150536
2012,ECL,26.75726244813278
2012,EFX,20.407488325991192
2012,EIX,-77.23214285714285
2012,EMN,17.71333316666667
2012,EOG,25.671361737089203
2012,EQIX,51.0996669435216
2012,EQR,20.818981495053134
2012,ES,19.694736842105264
2012,ESS,42.182748391812865
2012,ETFC,-21.653846153846153
2012,ETN,13.771186440677965
2012,ETR,14.276729664570231
2012,EW,15.808823529411766
2012,EXPD,25.60443164556962
2012,EXR,26.243477391304353
2012,FCX,11.159375312500002
2012,FE,23.20540459459459
2012,FIS,19.38607594936709
2012,FISV,7.699444222222223
2012,FLIR,16.204081292517007
2012,FMC,16.82724235880399
2012,FSLR,-29.10360405405405
2012,FTR,34.07142857142856
2012,GILD,16.624268859649124
2012,GPC,14.984412110311752
2012,GRMN,14.424460611510792
2012,GWW,20.03501472708548
2012,HBAN,8.366197183098592
2012,HCN,58.5101
2012,HES,9.174749080267558
2012,HIG,-107.6388888888889
2012,HOG,15.783636727272727
2012,HSIC,16.372747635135134
2012,HST,189.875
2012,IBM,12.937370681348934
2012,IDXX,13.07021597222222
2012,IFF,19.180064790996784
2012,IP,18.686196816016487
2012,IPG,10.257425742574258
2012,IRM,28.870030247020203
2012,IVZ,15.459999666666667
2012,JBHT,19.749999621212122
2012,JNPR,56.0
2012,JPM,7.390804501915709
2012,K,19.802238619402985
2012,KIM,42.50000119047619
2012,KO,17.738750500000002
2012,LEG,14.488372093023257
2012,LH,14.192118308702792
2012,LKQ,20.480113636363637
2012,LLL,8.502972948870392
2012,LLY,12.322888419618529
2012,LNT,7.6167819204152245
2012,LUK,6.541152911504298
2012,LVLT,-10.186224489795919
2012,MAA,24.9746099609375
2012,MAC,21.72709143426295
2012,MAT,14.244444444444447
2012,MCD,17.444547134935302
2012,MCO,13.569578802588996
2012,MDLZ,18.52647117647059
2012,MET,28.660714732142853
2012,MHK,20.768595454545455
2012,MJN,23.14189189189189
2012,MLM,47.193987978142076
2012,MMC,15.326388657407408
2012,MO,14.483009708737864
2012,MRK,19.251231527093598
2012,MRO,13.31473214285714
2012,MTB,11.57926003963012
2012,MUR,9.986934162764472
2012,NDAQ,11.940191387559809
2012,NEE,14.083877668845316
2012,NEM,14.56575315068493
2012,NFX,-3.667613579545454
2012,NOV,10.44817880081058
2012,NTRS,16.08865265957447
2012,NUE,26.231012341772146
2012,NWL,13.855072463768117
2012,O,43.924418023255825
2012,OKE,21.498611326514286
2012,ORLY,17.47411956521739
2012,OXY,14.547726272574957
2012,PBCT,17.381944444444446
2012,PBI,6.5923423423423415
2012,PCAR,13.244408945686901
2012,PCLN,18.99842036516854
2012,PEG,12.529761507936508
2012,PFE,11.869898214285714
2012,PGR,13.536666000000002
2012,PKI,42.13114918032787
2012,PNC,10.853544589552238
2012,PNR,-48.46428690476191
2012,PNW,14.277298706896552
2012,PPL,11.103448467432951
2012,PRU,-108.031253125
2012,PWR,16.819444791666665
