date,change,stability
2016-01-04,-0.2290656246439321,2
2016-01-05,-0.09755521669036307,2
2016-01-06,0.2067501237638184,1
2016-01-07,0.4707405635278026,1
2016-01-08,1.7312768753094818,1
2016-01-11,0.8370957881453437,1
2016-01-12,0.3769300295289976,1
2016-01-13,2.905503053550821,1
2016-01-14,-1.1582644928855272,2
2016-01-15,-0.8807778542408634,2
2016-01-19,1.3983422819344176,1
2016-01-20,-0.5335490638522117,2
2016-01-21,-0.6131154234705607,2
2016-01-22,-0.3024641656062111,2
2016-01-25,1.5432139179928266,1
2016-01-26,-1.3051875349980269,2
2016-01-27,0.5028000313168869,1
2016-01-28,0.8638600733611651,1
2016-01-29,-2.2209854929267783,2
2016-02-01,-0.8471424291737093,2
2016-02-02,1.1342857803782675,1
2016-02-03,-0.18815396949241514,2
2016-02-04,-0.6827953464876183,2
2016-02-05,1.4418304804336433,1
2016-02-08,0.941200387111254,1
2016-02-09,-0.9347609444838298,2
2016-02-10,0.36658432709051,1
2016-02-11,-0.26850806998594545,2
2016-02-12,-1.1298441508523354,2
2016-02-16,-0.8162916284593831,2
2016-02-17,-1.089673378139339,2
2016-02-18,0.42508879981958186,1
2016-02-19,-0.3574699750340096,2
2016-02-22,-0.9235414243992176,2
2016-02-23,0.7893739444291717,1
2016-02-24,-1.6247149422735727,2
2016-02-25,-0.8875856381228787,2
2016-02-26,0.368351336365398,1
2016-02-29,0.695508980637773,1
2016-03-01,-1.5679668143961267,2
2016-03-02,-1.0635811918219038,2
2016-03-03,-1.0934594695163806,2
2016-03-04,-0.3301518597005311,2
2016-03-07,-0.9977691801988292,2
2016-03-08,0.9525086607869772,1
2016-03-09,0.0012057070805777128,0
2016-03-10,0.2155129494397374,1
2016-03-11,-0.9990916251458491,2
2016-03-14,-0.22337897216105693,2
2016-03-15,-0.22562000878774335,2
2016-03-16,-1.1886279140946032,2
2016-03-17,-0.8407891170470192,2
2016-03-18,-0.17176545914426206,2
2016-03-21,-0.15984564660143816,2
2016-03-22,-0.4736462079003045,2
2016-03-23,0.8359733801340042,1
2016-03-24,-0.5887527204382808,2
2016-03-28,0.061573608562440235,1
2016-03-29,-1.3393765138499365,2
2016-03-30,0.23209591699107174,1
2016-03-31,-0.1020716204077402,2
2016-04-01,-1.1325058771154426,2
2016-04-04,0.599878158004177,1
2016-04-05,0.36637412335666497,1
2016-04-06,-1.0074943945348498,2
2016-04-07,0.6889752880735114,1
