date,open,close,low,high,volume,change,stability
2013-01-02,56.08224353801324,56.33783032319466,55.51860996811154,56.668908607418395,6483979.443254815,-0.5150692478780327,0
2013-01-03,56.31533448424428,56.359650993039885,55.867155735591275,56.92248647619178,5765232.548179872,-0.10950364571336613,0
2013-01-04,56.46341030697346,56.73155253246779,56.130410902042605,57.03312225716401,5103026.980728052,-0.5670163813540327,0
2013-01-07,56.52589054222216,56.63969888042906,56.0890096795025,56.9983236436394,5061925.695931486,-0.08555387572158879,0
2013-01-08,56.496101233663204,56.455819759239596,55.950877241111144,56.885557994889595,5360565.09635974,0.10643010767876727,1
2013-01-09,56.597645589836425,56.72359290517382,56.239837619673864,57.12042059218845,5410516.488222698,-0.16768537807384465,0
2013-01-10,56.99048575897784,57.00327212536406,56.39963046106905,57.318533459045675,5710986.081370446,-0.09004049517857687,0
2013-01-11,57.00905342097353,56.95763039522007,56.51567822938053,57.3165619451006,4928632.334047108,0.05220388861270756,1
2013-01-14,56.961097376745656,57.001065693640825,56.557298516410505,57.37652220623933,4705380.513918634,-0.10497926573549744,0
2013-01-15,56.71956347432261,57.15100532377547,56.43055200039281,57.371193687601405,4928327.408993577,-0.8102780195040913,0
2013-01-16,56.934106052776926,56.99069998824975,56.5497442335145,57.34632175717263,5042810.920770882,-0.15727836984102214,0
2013-01-17,57.20736068209497,57.448113002088526,56.844554337081135,57.803286839684404,6172093.361884366,-0.42808869878794775,0
2013-01-18,57.48025358981814,57.61168375335753,57.00850199250822,57.889594461615566,6316350.749464663,-0.21898600716094616,0
2013-01-22,57.5657635679656,57.95072672886621,57.21274779547271,58.17859919149495,5479595.931477518,-0.7138522578289926,0
2013-01-23,58.021200914711095,58.097005405577384,57.59217421577714,58.50688269591071,5662510.278372585,-0.07060063648966299,0
2013-01-24,58.12187461159529,58.41548174519968,57.789583331645964,58.904697563597566,6481823.76873662,-0.3691388358354861,0
2013-01-25,58.56286291010468,58.89102962767989,58.161228960172345,59.17614015787533,6333329.764453952,-0.4352656685194981,0
2013-01-28,58.975297540680344,58.71097935324249,58.31963396231696,59.28155674605796,5608128.693790148,0.3960299646543956,1
2013-01-29,58.60140098127081,58.83439565307621,58.17750748317977,59.187492964769326,6148543.897216277,-0.4295782065229335,0
2013-01-30,58.859591042599355,58.61862667734876,58.292722619236145,59.250768506979554,5490799.785867238,0.3211151481219584,1
2013-01-31,58.484149467572536,58.54825885414258,57.99779884098115,59.057442792440824,5896001.070663817,-0.14067532415432674,0
2013-02-01,58.90934486094915,59.05699914523561,58.42236518261913,59.49556108348185,5792364.239828695,-0.22192424533668384,0
2013-02-04,58.679306685057405,58.421406053359384,58.14478086382032,59.11707737491434,5270702.3554603765,0.4619321627649714,1
2013-02-05,58.70936798438837,58.928628393886726,58.34629767252987,59.33376712206964,5524270.021413277,-0.44175644932457336,0
2013-02-06,58.7252257536833,59.08591378256198,58.40491957002512,59.432103879538786,5657242.82655246,-0.6820292072093126,0
2013-02-07,59.11453765835118,58.98218551966843,58.34061963591097,59.50658221938338,5784407.066381158,0.19596571726711975,1
2013-02-08,59.094592709237176,59.407947131025594,58.83283346458804,59.69114226787836,4814369.807280512,-0.4271006279479467,0
2013-02-11,59.38141453604835,59.304516388200575,58.90857906979318,59.7184814220965,4214291.434689507,0.050982761285341634,1
2013-02-12,59.3209207316296,59.392969978187494,58.94645575443301,59.76790448673499,5132441.113490372,-0.172282638377994,0
2013-02-13,59.46247005654196,59.47593913560574,59.02725284631971,59.893143842990504,5163919.057815852,0.00675908790529298,1
2013-02-14,59.278211620628035,59.475509713148206,58.86323785921733,59.87713630615118,5726835.117773016,-0.3430973888390352,0
2013-02-15,59.48463809243577,59.42100316808739,58.95663436196629,59.925063902903794,5894164.02569593,0.09592363331859384,1
2013-02-19,59.46164013310714,59.788156913558595,59.086470546195386,60.1036238939263,5508008.779443251,-0.5742283915228226,0
2013-02-20,59.71929446648797,58.89965955574298,58.74525620343981,60.032936416497215,5859315.631691648,1.4020813871576432,1
2013-02-21,58.7475868185664,58.48624849756463,57.98068147381543,59.11803954939124,6216175.5888651,0.5494313457919507,1
2013-02-22,58.757104299727295,59.05621132328221,58.395706927647296,59.31605682038225,5356905.567451822,-0.5578117864445766,0
2013-02-25,59.30418595589335,57.980374352872076,57.93658108200414,59.66572869885514,6095270.877944332,2.3109782220312147,1
2013-02-26,58.20176597963372,58.30469986850268,57.60260502678242,58.735365345617744,6012045.396145614,-0.17531427559400314,0
2013-02-27,58.35578651933258,59.12676836143596,58.10239548344275,59.46425980351141,5151331.263383295,-1.4766289081584194,0
2013-02-28,59.111135991120456,59.009316070051916,58.59964231208952,59.71144714198973,5470902.783725907,-0.04380258746847253,0
2013-03-01,58.869602298531504,59.240764513719796,58.36005274458415,59.52259054349317,5370264.66809422,-0.6347546957404425,0
2013-03-04,59.10559462141625,59.545309182418364,58.68565687960653,59.786288064076786,4886606.638115633,-0.7336838880814704,0
2013-03-05,59.811129976973454,60.13454926146757,59.519654131846245,60.501279171690655,5268974.089935757,-0.5422066125466588,0
2013-03-06,60.29738154725096,60.11639839954603,59.76943436994011,60.68597903924627,5082827.408993572,0.20691828092254613,1
2013-03-07,60.19694099620725,60.14992912716765,59.730737536262176,60.60803184928933,4869450.749464668,-0.04343124060152418,0
2013-03-08,60.401833428647976,60.4661247969194,59.87479889622085,60.79478711934552,5189658.67237688,-0.18316070265248732,0
2013-03-11,60.358932305745476,60.60033813386656,60.059033267732964,60.86497851676486,4576201.284796571,-0.44223266111342496,0
2013-03-12,60.540791886311425,60.44882055972757,60.011392132014535,60.86940389502344,4826735.76017131,0.10788118785454827,1
2013-03-13,60.46883468494431,60.624578541181705,60.08551133437666,60.93463630658961,4285786.937901496,-0.37145027784167617,0
2013-03-14,60.72879721498953,60.841220723354986,60.330535140279046,61.18408171982071,4768780.299785867,-0.34195501789559263,0
2013-03-15,60.60903254609171,60.59508980188393,60.121970260945254,61.09562915221275,7800573.875802994,-0.03026236032222853,0
2013-03-18,60.054395631962564,60.2655266824698,59.7208538996078,60.704455212385994,4837464.668094219,-0.39927852203994413,0
2013-03-19,60.37822586315113,60.04364880832952,59.52844963285115,60.711925712608156,5557377.9443254825,0.5496110337508177,1
2013-03-20,60.37369662181551,60.519862841926994,59.999163178943654,60.8822871594984,4953458.672376877,-0.2927748974941561,0
2013-03-21,60.245537542972706,59.97007086224848,59.70738051150157,60.703858342194465,5083577.730192719,0.3434115187682161,1
2013-03-22,60.16966082173876,60.31314739398118,59.80670167546835,60.62342761817074,4728918.415417557,-0.2361483837131743,0
2013-03-25,60.5137868271736,60.10155815724473,59.75887998808643,60.83736568611366,5012569.807280512,0.6635899778209499,1
2013-03-26,60.32594669214683,60.55895509461456,59.96364617440833,60.81359936410934,4326185.867237685,-0.3956598856924617,0
2013-03-27,60.22033280230446,60.58505379133666,59.85190312715103,60.812904280381886,4185516.274089935,-0.6342866254295084,0
2013-03-28,60.590631812120456,60.94287266212555,60.23236165623115,61.22306642328884,4969804.06852248,-0.6528404350728416,0
2013-04-01,60.91824831612762,60.60592813646338,60.208210121285134,61.2785592782859,4098656.7451820136,0.6198103698638519,1
2013-04-02,60.86924953004226,60.86005222407172,60.37716933986493,61.41287352187004,4971074.089935759,0.2152180691729511,1
2013-04-03,60.93640772141022,60.238288109110286,59.896671931010935,61.23598375026844,5841636.616702349,1.2157480906814675,1
2013-04-04,60.303574745702846,60.51698640986477,59.87785864795333,60.89004946318546,4834285.2248394005,-0.4579001256272736,0
2013-04-05,59.747355208046045,60.28539729937578,59.30912834715858,60.515223434839726,5294340.47109208,-1.0027359320390543,0
2013-04-08,60.280647455983704,60.7287905536019,59.87895562016222,60.90555023012754,4194869.164882225,-0.8446729526335237,0
2013-04-09,60.814905871823385,60.85329967853669,60.283797356616624,61.29642999475234,4552984.582441119,-0.1943929938877678,0
2013-04-10,61.00282213119635,61.651327356471995,60.75442881090449,61.9188542322507,4814249.678800863,-1.0139621351916124,0
2013-04-11,61.69830384138049,62.033715029865796,61.367581690387276,62.46268297912753,5242962.526766599,-0.4848614760419591,0
2013-04-12,61.81211604759282,61.8834917487511,61.249946364506776,62.307002519366705,4380419.700214135,-0.010997446251031495,0
2013-04-15,61.57361151198194,60.23857408874557,60.12783484338125,61.89575636974768,5683029.122055672,2.2486872473394683,1
2013-04-16,60.721006936732785,61.17580842819472,60.22369054984397,61.43812610266012,5051177.944325477,-0.7930329073462443,0
2013-04-17,60.722217461598255,60.35452319498275,59.789879766241675,61.02629677686896,6467758.672376875,0.7219775704216488,1
2013-04-18,60.445523400382086,59.87221222414717,59.37652744589892,60.79392420562618,5711192.505353311,0.837606514341511,1
2013-04-19,60.046931335780066,60.5790316579441,59.58545247246389,60.95931588546114,5682021.413276227,-0.7225707217339749,0
2013-04-22,60.678515161574246,60.7613590261841,59.93923209176423,61.1730527399266,4786826.124197002,-0.1699105783429408,0
