year,symbol,change in 12 months
2016,AAL,-23.171479893422582
2016,AAP,-21.102306409154444
2016,AAPL,-23.732385033744897
2016,ABC,-0.3355972400349341
2016,ABT,-7.826242308082706
2016,ADBE,-10.114051955559196
2016,ADI,-25.397804703466974
2016,ADM,-36.2468854895081
2016,ADS,-2.5499147326089338
2016,ADSK,-28.18465326180745
2016,AEE,-36.72297347754587
2016,AEP,-23.34634260037599
2016,AFL,-23.043860477200194
2016,AIG,-17.234914640446018
2016,AIV,-23.25403501567103
2016,AIZ,-33.13524668384292
2016,AJG,-28.012629694124154
2016,AKAM,-19.595862184933942
2016,ALB,-33.415184501915526
2016,ALK,-18.61065920972463
2016,ALL,-26.125105915792275
2016,ALXN,23.72993265024972
2016,AMAT,-17.635113185240094
2016,AME,-11.009211794891584
2016,AMG,1.8724391933753575
2016,AMGN,6.259581387454945
2016,AMP,-15.584492908237749
2016,AMT,-8.616989727779202
2016,AMZN,4.248619817697241
2016,AN,-21.316639996915566
2016,ANTM,-19.098069298628513
2016,AON,-20.384446222004176
2016,APA,-25.805547122786667
2016,APC,-29.536890477468027
2016,APD,-5.812739572459783
2016,APH,-29.45883304762774
2016,ARNC,-7.4075636825893385
2016,ATVI,6.951076958852508
2016,AVB,-2.425548625497436
2016,AVGO,4.723673794069693
2016,AVY,-14.105423198216577
2016,AWK,-11.673188792268949
2016,AXP,-10.53531832319716
2016,AYI,-9.441162511026878
2016,AZO,-7.958833448970407
2016,BA,-26.476232246613854
2016,BAC,-10.903376621312074
2016,BAX,-13.39568944432765
2016,BBBY,-9.938179365921702
2016,BBT,-28.544046818983112
2016,BBY,-63.333430886632684
2016,BCR,-17.994557927857688
2016,BDX,-11.767457238633899
2016,BHI,-33.39088442324525
2016,BIIB,16.79718457664113
2016,BK,-20.56106466178365
2016,BLL,-22.19432815514083
2016,BMY,10.358212380748684
2016,BSX,-11.512558393477326
2016,BWA,-12.547913882820728
2016,BXP,-6.05669060158716
2016,C,-25.699967355628008
2016,CAG,-26.689732008273012
2016,CAH,-9.113645897281737
2016,CAT,-24.383593471544774
2016,CB,-11.829731708176368
2016,CBG,10.148655962757784
2016,CCI,-1.9527699507630372
2016,CCL,-23.940273101626133
2016,CELG,1.0400526008906172
2016,CERN,-9.409626051998977
2016,CF,3.2443920362260834
2016,CHD,-8.990666888070075
2016,CHK,43.47098861179721
2016,CHRW,-46.55834119533091
2016,CI,-10.1378586089315
2016,CINF,-16.21871477087577
2016,CL,-7.134118687491283
2016,CLX,-2.615892360657173
2016,CMA,-45.49032153997738
2016,CME,-24.866083013040875
2016,CMG,-2.5997647007018467
2016,CMI,-61.00355593836128
2016,CMS,-29.55327202118201
2016,CNC,-12.817414900759942
2016,CNP,-38.87837998037118
2016,COF,-39.88488600768748
2016,COG,-27.306896282378837
2016,COL,-19.20358984411655
2016,COO,-16.240724990313804
2016,COST,-8.45835836632701
2016,CPB,-34.35303845771556
2016,CRM,10.567882604969865
2016,CSCO,-10.231674825599315
2016,CSX,-44.0482527216631
2016,CTAS,-14.319163320201548
2016,CTL,9.62447784105411
2016,CTSH,-16.04172761146582
2016,CTXS,-16.91565936724796
2016,CVS,-4.786757535743781
2016,CVX,-32.19370687521778
2016,CXO,-20.26908934981185
2016,D,-32.817991143433744
2016,DAL,2.6826786166984586
2016,DD,-10.065438535094344
2016,DE,-41.854993962315774
2016,DFS,-40.204256278645424
2016,DG,-22.640127207724216
2016,DGX,-32.61276917713148
2016,DHI,7.699980136355826
2016,DHR,-5.025416429065824
2016,DIS,-14.866664545566081
2016,DISCA,-25.226934905612733
2016,DISCK,-24.099316972823026
2016,DLR,-25.83950610119583
2016,DLTR,3.861423930323247
2016,DNB,-8.950701471552053
2016,DOV,-36.72911874838008
2016,DPS,-11.463285124341287
2016,DRI,-27.797329527236588
2016,DUK,-20.62061966163198
2016,DVA,-2.660530933057166
