,year,symbol,change in 12 months,PE,PEG,After Tax ROE,Gross Margin,Operating Margin,Profit Margin,Cash Ratio,changeLabel
274,2015,DHR,-10.20721821618034,14.100646240239087,0.47002154134130314,14.0,52.0,17.0,16.0,13.0,1
275,2014,DIS,7.868690312921626,19.857308352668216,0.7630561187205094,17.0,46.0,23.0,15.0,26.0,3
276,2015,DIS,15.100498205659603,20.30808111111111,1.367622337326387,19.0,46.0,25.0,16.0,26.0,3
277,2016,DIS,-14.866664545566081,18.028646093749998,1.1017505946180557,22.0,46.0,26.0,17.0,27.0,1
278,2014,DISCA,5.436100328950749,50.0,-1.2264991614522363,20.0,66.0,33.0,18.0,14.0,3
279,2013,DLR,14.658295434035553,27.738207783018865,0.6414460549823112,9.0,63.0,26.0,21.0,74.4574898785425,3
280,2014,DLR,-19.456772307530613,50.0,-1.1051446428571428,5.0,63.0,16.0,12.0,74.4574898785425,0
281,2015,DLR,-16.73365015632014,45.89743461538461,0.8195970467032965,7.0,63.0,23.0,17.0,74.4574898785425,1
282,2014,DLTR,4.19621853899254,23.169708941605837,15.639553535583918,51.0,36.0,12.0,8.0,39.0,3
283,2015,DLTR,-15.780880332736466,25.493127491408934,4.108892313321213,34.0,35.0,12.0,7.0,100.0,1
284,2016,DLTR,3.861423930323247,50.0,-1.0786755530055692,6.0,30.0,7.0,2.0,35.0,2
285,2013,DNB,-34.685286585668706,15.346445158850225,7.092250012697216,25.0,100.0,27.0,17.0,28.0,0
286,2014,DNB,12.67115437566199,15.19354875930521,0.6926162572345343,24.0,100.0,26.0,19.0,27.0,3
287,2015,DNB,-3.1477811286969706,24.278846153846157,-0.5789571005917159,15.0,100.0,21.0,10.0,38.0,2
288,2014,DOV,12.551920320052739,16.528621656182796,-0.8004770488035637,21.0,38.0,16.0,10.0,33.0,3
289,2015,DOV,-10.976234316723176,12.084239039855074,0.6458817417853576,24.0,37.0,13.0,13.0,26.0,1
290,2014,DPS,-22.59336310154839,16.94429025069638,1.0233022347479388,31.0,59.0,19.0,11.0,23.0,0
291,2015,DPS,-16.519264747554725,20.761250500000003,1.817875348658536,35.0,59.0,21.0,12.0,58.0,1
292,2014,DRI,-7.696447146616162,25.98623830275229,-0.8207534671859387,13.0,21.0,5.0,5.0,6.0,2
293,2015,DRI,2.551476575645573,11.072841456834533,0.07141655140798604,30.0,21.0,5.0,10.0,45.0,2
294,2016,DRI,-27.797329527236588,23.205782482993197,-0.4924585900971076,19.0,22.0,9.0,5.0,23.0,0
295,2013,DUK,-8.351662740555224,17.7267899204244,0.010456814278902035,6.0,40.0,21.0,12.0,18.0,1
296,2014,DUK,-21.665090956815728,28.951127255639094,-0.983295042826661,5.0,40.0,22.0,8.0,18.0,0
297,2015,DUK,7.8138231560774525,19.219753086419754,0.3678024691358025,7.0,41.0,23.0,12.0,8.0,3
298,2013,DVA,-8.72321124818764,19.591887334437086,-0.4270419192428084,14.0,30.0,13.0,5.0,39.0,1
299,2014,DVA,-4.622970950911688,20.46187727272727,1.5844838298368285,14.0,29.0,14.0,6.0,62.0,2
300,2015,DVA,4.462393942792129,50.0,-0.9137916446390462,6.0,29.0,8.0,2.0,79.0,3
301,2014,DVN,8.004361000325684,15.530534351145036,-0.002335418699420306,7.0,89.0,23.0,8.0,25.0,3
302,2014,EA,-56.500479187832646,50.0,-12.94712643678161,0.0,62.0,1.0,0.0,99.0,0
303,2015,EA,-27.861735300741035,20.752669217081852,0.002239496678102358,29.0,68.0,21.0,19.0,110.0,0
304,2016,EA,-17.959675822734983,19.80428927613941,0.6048918789777362,34.0,69.0,20.0,26.0,159.0,1
305,2014,EBAY,3.302650188912859,50.0,-6.002979252403935,0.0,81.0,28.0,1.0,45.0,2
306,2015,EBAY,-24.92548268348069,17.95767635916084,0.005167676650118227,26.0,79.0,26.0,20.0,271.0,0
307,2013,ECL,-29.053803931649558,27.434984984520124,0.806320900154799,13.0,46.0,12.0,7.0,10.0,0
308,2014,ECL,2.2507132774019896,26.072319077306734,1.079661418201292,16.0,46.0,14.0,8.0,5.0,2
309,2015,ECL,-22.147797402167907,32.50443831360947,-2.068933295834508,15.0,47.0,12.0,7.0,2.0,0
310,2014,ED,-14.045389945573385,16.384719034852548,5.392062082378752,9.0,40.0,17.0,8.0,19.0,1
311,2015,ED,-4.513964130267309,16.12899262899263,1.7694453678277198,9.0,44.0,19.0,10.0,20.0,2
312,2013,EFX,-19.6506530288594,21.46206896551724,0.7733158182813357,15.0,66.0,27.0,15.0,36.0,0
313,2014,EFX,-18.724728148625495,24.83663283828383,5.540479633155626,17.0,65.0,26.0,15.0,16.0,0
314,2015,EFX,-22.180702247552247,26.851800969529087,1.4027751196150533,19.0,67.0,26.0,16.0,15.0,0
315,2013,EIX,-5.610670682612835,16.25089003558719,-0.027004446349937174,10.0,34.0,14.0,8.0,3.0,2
316,2014,EIX,-32.549914580479864,11.449495151515151,0.15034150175587652,16.0,35.0,18.0,13.0,2.0,0
317,2015,EIX,-6.10728492896501,19.98242875399361,-0.5434781446827932,10.0,37.0,17.0,10.0,3.0,2
318,2014,EL,9.033948912757202,24.411858012820513,1.3102691137493447,31.0,80.0,17.0,11.0,79.0,3
319,2015,EL,-2.3375867407741153,28.775262369337977,-3.5911527436933772,30.0,81.0,15.0,10.0,72.0,2
320,2016,EL,-4.663114370148088,27.282391694352164,5.592890297342214,31.0,81.0,14.0,10.0,52.0,2
321,2013,EMN,-2.738131545588999,9.892337912813737,0.06493876091562628,31.0,30.0,20.0,12.0,16.0,2
322,2014,EMN,13.522062156277027,15.597415109343933,-0.464852095975329,21.0,23.0,12.0,8.0,11.0,3
323,2015,EMN,-1.3875948551026707,12.563922591943959,0.9293607446687961,22.0,27.0,14.0,9.0,14.0,2
324,2014,EMR,15.897813768340281,21.714754590163935,2.235815472616878,22.0,44.0,19.0,12.0,37.0,3
325,2015,EMR,9.046356639008657e-06,13.730673192019951,0.4362349295381338,34.0,43.0,18.0,17.0,39.0,2
326,2016,EMR,-23.044539698780564,20.55731245059289,-0.5569920468032262,22.0,43.0,17.0,11.0,40.0,0
327,2013,EOG,1.577935088421241,8.940344341943417,0.03173822241389912,14.0,86.0,25.0,15.0,46.0,2
328,2014,EOG,7.194877211203125,16.348414598880595,-0.47982891945450984,16.0,86.0,29.0,16.0,62.0,3
329,2013,EQIX,12.93175787757786,50.0,-2.7636971855409027,4.0,51.0,21.0,4.0,116.0,3
330,2014,EQIX,-15.21694927640567,-41.051412399193545,0.11456208111402849,11.0,51.0,21.0,11.0,178.0,1
331,2015,EQIX,-31.08017801777929,50.0,-0.493536948486836,7.0,53.0,21.0,7.0,164.0,0
332,2014,EQR,-29.789234187094284,35.941821716589864,-0.5419131060222894,6.0,66.0,35.0,24.0,74.4574898785425,0
333,2015,EQR,-3.9364210575371503,32.497890506329114,0.8898476012458569,8.0,67.0,37.0,32.0,74.4574898785425,2
334,2014,EQT,9.436782776480062,32.35098000000001,-20.0,8.0,81.0,31.0,16.0,129.0,3
335,2015,EQT,16.709510249300095,50.0,-1.4596599295585067,2.0,73.0,9.0,4.0,201.0,3
336,2013,ES,-7.7087785765134695,16.449799598393575,0.5297393091008099,8.0,45.0,21.0,11.0,1.0,2
337,2014,ES,-22.98223235715927,18.766409073359075,4.672835859266429,8.0,43.0,21.0,11.0,1.0,0
338,2015,ES,-13.217065215157437,19.02888050541516,2.7380444727236224,8.0,44.0,22.0,11.0,1.0,1
339,2013,ESS,5.027539233442843,36.03201995073893,1.9254610661176115,8.0,68.0,31.0,26.0,74.4574898785425,3
340,2013,ETFC,-74.09333922714211,47.63333333333333,-0.26923188405797105,2.0,100.0,13.0,6.0,74.4574898785425,0
341,2014,ETFC,0.136671590289946,21.544117156862743,0.08976715482026142,5.0,100.0,31.0,18.0,74.4574898785425,2
342,2015,ETFC,-4.271455623817598,29.429347282608695,-3.001793422826087,5.0,100.0,14.0,19.0,74.4574898785425,2
343,2013,ETN,-30.611101669335167,16.760814376590332,1.5213662280289695,11.0,30.0,10.0,8.0,35.0,0
344,2014,ETN,15.364333223856669,19.161375793650794,-5.0202804579365,11.0,31.0,8.0,8.0,19.0,3
345,2015,ETN,3.870992477583854,14.211764588235294,1.142988726458072,13.0,31.0,11.0,9.0,10.0,2
346,2013,ETR,-2.6951722444286648,16.021303132832077,-0.9797643069693472,8.0,33.0,12.0,6.0,18.0,2
347,2014,ETR,-34.198645184776964,14.657442748091604,0.4678655725190841,10.0,35.0,16.0,8.0,37.0,0
348,2015,ETR,10.871715687389543,-50.0,0.6651844455469624,2.0,35.0,3.0,1.0,44.0,3
349,2013,EW,6.73102322551487,11.225783475783478,0.2981848735754986,25.0,75.0,25.0,19.0,271.0,3
350,2015,EW,0.355602000607691,31.06630413043478,-0.44497225089081394,20.0,75.0,25.0,20.0,257.0,2
351,2013,EXPD,-12.771639409501374,25.04141982248521,3.596858483593334,17.0,31.0,9.0,6.0,146.0,1
352,2014,EXPD,-2.2343882569192766,23.234375260416666,1.7072214865262676,20.0,30.0,9.0,6.0,98.0,2
353,2015,EXPD,-19.73610771202601,18.702479545454544,0.7181752145454543,27.0,33.0,11.0,7.0,94.0,0
354,2014,EXPE,1.6428497262900865,25.160195145631068,0.3200524823672188,22.0,80.0,9.0,7.0,43.0,2
355,2015,EXPE,-8.174915569604,17.978705281090292,0.19983524934737046,16.0,80.0,6.0,11.0,29.0,1
356,2015,EXR,-23.49350454377059,46.892405063291136,18.053575949367083,19.0,74.0,38.0,50.0,74.4574898785425,0
357,2014,F,21.197796900669314,19.09259259259259,-0.34404473780711403,5.0,8.0,0.0,1.0,155.0,3
358,2015,F,21.286077513954556,7.991935483870967,0.061652073732718894,26.0,12.0,5.0,5.0,43.0,3
359,2014,FAST,1.2579160945835137,28.70359251497006,2.708901543600303,26.0,51.0,21.0,13.0,31.0,2
360,2015,FAST,1.2878460139578953,25.21468870056497,4.210853012994348,29.0,50.0,21.0,13.0,35.0,2
361,2013,FCX,20.22782468894176,13.75660358490566,-0.8003842085763289,13.0,30.0,26.0,13.0,42.0,3
362,2014,FCX,39.22581733556162,-24.30158650793651,0.16470384717655182,3.0,9.0,0.0,3.0,9.0,3
363,2014,FDX,-3.00598750375238,23.35777060117302,0.6182939276781093,15.0,63.0,8.0,5.0,55.0,2
364,2015,FDX,7.5448620436882115,43.520270675675675,-0.9513084807952182,7.0,64.0,4.0,2.0,63.0,3
365,2016,FDX,-22.244360919946573,25.357360166919577,0.3246444035211158,13.0,66.0,6.0,4.0,44.0,0
366,2013,FE,12.637538469461857,39.909575531914896,-0.8113485135609071,3.0,57.0,11.0,3.0,3.0,3
367,2014,FFIV,-7.042102111907928,27.06416501210654,1.5922750415456004,23.0,82.0,28.0,18.0,101.0,2
368,2015,FFIV,-11.405709819471342,22.62031587771203,0.9938500486696875,28.0,83.0,29.0,19.0,103.0,1
369,2016,FFIV,-50.167675801542714,22.151013351749544,3.1196010470380644,31.0,83.0,27.0,18.0,105.0,0
370,2013,FIS,-42.85523715861796,26.038235,3.428367608333335,8.0,33.0,18.0,9.0,33.0,0
371,2014,FIS,-9.22224341812288,24.539916386554623,0.6134979096638656,11.0,33.0,20.0,11.0,31.0,1
372,2015,FIS,-14.970595079834727,27.725225675675674,-4.124127319256765,7.0,33.0,17.0,10.0,29.0,1
373,2013,FISV,-34.53082111022503,20.02429119433198,-0.4438882284457829,18.0,42.0,22.0,13.0,30.0,0
374,2014,FISV,-18.54292485957779,21.65016518151815,0.9549269285419617,23.0,43.0,24.0,15.0,20.0,0
375,2015,FISV,-23.04114156264969,27.018091611842102,20.0,27.0,45.0,25.0,14.0,18.0,0
376,2014,FL,-1.1185372160881317,16.93771660899654,1.6435858339100344,17.0,33.0,10.0,7.0,138.0,2
377,2015,FL,4.425537622682179,16.78393351800554,0.6736884425977228,21.0,33.0,11.0,7.0,139.0,3
378,2016,FL,-33.479517115173834,17.40745501285347,2.2443183070143182,21.0,34.0,11.0,7.0,146.0,0
379,2013,FLIR,-20.6783295670189,21.30242016129032,-1.3615025059607297,11.0,49.0,16.0,12.0,196.0,0
380,2014,FLIR,-4.35790583239312,22.165492605633805,1.5269561572769967,12.0,49.0,17.0,13.0,172.0,2
381,2015,FLIR,-13.477086608847534,17.546242485549133,0.8037311074025726,15.0,48.0,20.0,16.0,81.0,1
382,2014,FLR,35.10687333765882,21.77314814814815,-1.028593550446999,16.0,6.0,6.0,2.0,63.0,3
383,2015,FLR,-24.5813820578333,18.992982280701753,-1.577878527935223,14.0,6.0,4.0,2.0,73.0,0
384,2014,FLS,22.181900504992683,18.28364063324538,1.7420246492231017,27.0,35.0,16.0,11.0,31.0,3
385,2015,FLS,5.26999753489488,25.534826368159205,-0.5436909659287831,16.0,33.0,12.0,6.0,27.0,3
386,2013,FMC,-32.081313804179246,31.26851805555555,-1.1072734040849677,19.0,38.0,17.0,9.0,6.0,0
387,2014,FMC,41.01556574152255,28.886956086956523,4.45684465341616,20.0,37.0,13.0,9.0,6.0,3
388,2015,FMC,4.868208208059952,13.192623497267759,0.22311054443908704,26.0,33.0,2.0,15.0,5.0,3
389,2014,FRT,-22.057552094009033,49.21487685950414,-20.0,10.0,69.0,40.0,24.0,74.4574898785425,0
