,year,symbol,change in 12 months,PE,PEG,After Tax ROE,Gross Margin,Operating Margin,Profit Margin,Cash Ratio,changeLabel
32,2015,AFL,-12.784684760900141,10.344387925170068,-1.0250348034941243,14.0,37.0,19.0,12.0,74.4574898785425,1
33,2014,AIG,4.933339488100966,10.20303614800759,-0.7061876704688396,7.0,48.0,16.0,12.0,74.4574898785425,3
34,2015,AIG,-20.777417935785493,35.15680414201183,-0.5175317257776602,2.0,37.0,6.0,4.0,74.4574898785425,0
35,2013,AIV,-0.5783908953559767,19.13214285714286,0.14772920433996387,21.0,61.0,26.0,21.0,74.4574898785425,2
36,2014,AIV,-37.51176616084391,15.529126699029126,0.3294057178581935,25.0,61.0,27.0,31.0,74.4574898785425,0
37,2015,AIV,-20.007631248163285,25.575657894736842,-0.9756639863547758,15.0,63.0,26.0,25.0,74.4574898785425,0
38,2014,AIZ,-9.883310189663458,10.408742561349694,4.74341268152936,9.0,22.0,7.0,5.0,74.4574898785425,1
39,2015,AIZ,-20.752815102371954,35.963940625,-0.5281191280968469,3.0,16.0,2.0,1.0,74.4574898785425,0
40,2014,AJG,8.050763889138363,23.893939141414144,-4.969939341414137,9.0,100.0,6.0,7.0,74.4574898785425,3
41,2015,AJG,0.8805260676975539,21.364734541062802,4.700241599033821,10.0,100.0,5.0,7.0,74.4574898785425,2
42,2013,AKAM,-28.711865313082768,26.921212424242427,0.6191878857575759,11.0,68.0,26.0,19.0,256.0,0
43,2014,AKAM,2.5319828835664833,29.82887647058823,2.237165735294114,11.0,69.0,25.0,17.0,227.0,2
44,2015,AKAM,-22.200403859805462,32.31111111111111,-8.631682539682531,10.0,67.0,21.0,15.0,225.0,0
45,2013,ALB,-13.434922732048918,12.867139858012171,0.3118494312809896,25.0,36.0,24.0,17.0,109.0,1
46,2014,ALB,25.937548826527316,36.77514763313609,-0.5595724624424719,10.0,32.0,11.0,5.0,218.0,3
47,2015,ALB,-1.9256882126125179,19.340531561461795,0.24761741165810933,10.0,33.0,12.0,9.0,13.0,2
48,2013,ALK,-25.24096863040755,4.01101914600551,0.06426256481234634,25.0,54.0,16.0,10.0,84.0,0
49,2014,ALK,-13.69649547137251,10.841722483221478,-0.28211793988597816,28.0,57.0,18.0,11.0,73.0,1
50,2015,ALK,-11.873795877278253,10.706505370650529,0.2236358832093825,35.0,65.0,23.0,15.0,74.0,1
51,2013,ALL,-17.142902702227524,9.77618090349076,2.877863253465093,11.0,43.0,12.0,7.0,74.4574898785425,1
52,2014,ALL,-13.748583298390665,9.831240502354788,0.31918760830978543,13.0,40.0,12.0,8.0,74.4574898785425,1
53,2015,ALL,1.2413347512614545,13.008788574218748,-0.6629278657421875,11.0,36.0,9.0,6.0,74.4574898785425,2
54,2015,ALXN,-8.023726767617363,50.0,-3.4844094625668447,2.0,91.0,21.0,6.0,195.0,1
55,2014,AMAT,-25.818601805933973,24.431818181818187,0.07657734056987789,14.0,42.0,17.0,12.0,112.0,0
56,2015,AMAT,8.450497277393499,19.43805353982301,0.6842194846017703,18.0,41.0,18.0,14.0,131.0,3
57,2016,AMAT,-17.635113185240094,16.400641025641026,0.4309935897435896,24.0,42.0,20.0,16.0,103.0,1
58,2013,AME,-22.804812417702326,21.476414386792452,1.8547812424957097,16.0,35.0,23.0,14.0,34.0,0
59,2014,AME,4.178677860812968,22.169456276150626,1.7407128631644206,18.0,35.0,22.0,15.0,40.0,3
60,2015,AME,-19.428001053325332,21.680893902439024,7.402476632404204,18.0,36.0,23.0,15.0,37.0,0
61,2013,AMG,-32.2330923458753,25.678939690721652,0.25154879697033455,17.0,100.0,25.0,17.0,74.4574898785425,0
62,2014,AMG,21.341984901367304,26.190388807785883,1.2435855944396226,17.0,100.0,29.0,19.0,74.4574898785425,3
63,2015,AMG,19.4001555595505,19.67334004214963,1.273345316113937,18.0,100.0,32.0,21.0,74.4574898785425,3
64,2013,AMP,-50.715603626882995,13.566310823170733,0.3428046283274327,16.0,83.0,20.0,12.0,74.4574898785425,0
65,2014,AMP,-4.864094420732811,14.760354852071007,0.512317078463417,20.0,84.0,24.0,13.0,74.4574898785425,2
66,2015,AMP,24.437306412638023,13.923255581395349,7.84343397751934,22.0,81.0,21.0,13.0,74.4574898785425,3
67,2013,AMT,-0.31310521739754216,50.0,-4.335226217857139,16.0,74.0,36.0,16.0,50.0,2
68,2014,AMT,-10.803220668187835,44.571782178217816,1.00645959757266,21.0,73.0,36.0,20.0,25.0,1
69,2015,AMT,2.568313059228413,50.0,-2.3367512092723,10.0,73.0,34.0,14.0,39.0,2
70,2014,AMZN,13.544438428049977,-50.0,3.6590829807692304,2.0,29.0,0.0,0.0,62.0,3
71,2015,AMZN,-7.663080574024842,50.0,-1.1269600739583332,4.0,33.0,2.0,1.0,58.0,2
72,2014,AN,-10.544023420105221,15.488795658263307,0.9970912205007008,20.0,16.0,4.0,2.0,2.0,1
73,2015,AN,9.110821326946487,15.333333460559794,1.5205555681721783,19.0,16.0,4.0,2.0,1.0,3
74,2013,ANTM,-42.474835855602436,9.156475059952038,9.45406049940038,10.0,21.0,5.0,4.0,74.4574898785425,0
75,2014,ANTM,-31.302494657525855,11.828678839957036,1.0170224899509437,11.0,23.0,6.0,3.0,74.4574898785425,0
76,2015,ANTM,-5.110993871028294,13.708632939362793,3.0387469682254267,11.0,23.0,6.0,3.0,74.4574898785425,2
77,2013,AON,-42.517242648945135,19.581232212885155,1.0987246963896673,14.0,100.0,14.0,9.0,74.4574898785425,0
78,2014,AON,-11.516592178735165,18.996828646934457,0.5846437781858274,21.0,100.0,16.0,12.0,74.4574898785425,1
79,2015,AON,-8.244814099502289,19.127788945233267,4.523722085547687,23.0,100.0,16.0,12.0,74.4574898785425,1
80,2013,APA,-1.2059609157867976,15.022604159132007,1.2821015618569547,7.0,80.0,30.0,15.0,41.0,2
81,2014,APA,16.92955200876947,-5.268492247510668,0.014872262444478814,20.0,80.0,21.0,40.0,21.0,3
82,2014,APC,-5.515293074964218,-23.246397982708935,0.07273130457956459,9.0,82.0,29.0,9.0,72.0,2
83,2014,APD,-11.091176829454424,25.532708746030043,-15.128129932022786,13.0,27.0,13.0,9.0,11.0,1
84,2015,APD,9.843558370729212,21.36521482605042,0.771797682863527,18.0,30.0,17.0,13.0,6.0,3
85,2016,APD,-5.812739572459783,45.057044136986306,-0.8847835399837245,9.0,33.0,22.0,7.0,46.0,2
86,2013,APH,-37.65423271591966,9.669374937499999,0.5939758890178568,22.0,31.0,19.0,14.0,74.0,0
87,2014,APH,-17.661788283541828,21.91924789823009,-0.5038907562811514,24.0,32.0,19.0,13.0,127.0,1
88,2015,APH,-12.02573732742217,21.62753036437247,2.3275342201657927,24.0,32.0,20.0,14.0,175.0,1
89,2013,ARNC,-8.687250267898134,-3.403090802726635,0.00264032907108101,22.0,16.0,6.0,10.0,24.0,1
90,2014,ARNC,-19.60196974818994,47.08363675307143,-0.4287616283045653,2.0,20.0,4.0,1.0,34.0,0
91,2015,ARNC,44.65999519477174,-31.12156018758064,0.1256832238344603,3.0,20.0,3.0,1.0,37.0,3
92,2013,ATVI,-31.022067332132163,14.921874479166668,-3.014218644791664,15.0,67.0,30.0,22.0,185.0,0
93,2014,ATVI,42.104074093950196,16.741228070175442,0.8928654970760236,12.0,65.0,27.0,19.0,179.0,3
94,2015,ATVI,-49.58885892924456,24.578513223140497,4.002786439197169,11.0,66.0,28.0,19.0,70.0,0
95,2013,AVB,6.819738129010744,46.0161868705036,-1.2801939167819592,4.0,100.0,21.0,24.0,74.4574898785425,3
96,2014,AVB,-31.557495330085214,27.29980795019157,0.3110387954980842,8.0,100.0,37.0,41.0,74.4574898785425,0
97,2015,AVB,3.4708014876813147,31.53700297833935,5.1444736108416,8.0,100.0,38.0,40.0,74.4574898785425,2
98,2016,AVY,-14.105423198216577,22.02990066445183,1.6216454655777046,28.0,28.0,9.0,5.0,11.0,1
99,2013,AWK,-4.759624700818711,19.216345673076923,7.801836343269205,8.0,55.0,33.0,13.0,4.0,2
100,2014,AWK,-19.287398413800894,20.453389194915257,1.519394625907991,9.0,55.0,33.0,14.0,3.0,0
101,2015,AWK,-11.761563976772868,21.36842105263158,1.6809824561403495,9.0,56.0,34.0,15.0,4.0,1
102,2013,AXP,-37.506604872474064,15.091650203665989,0.5900835229633402,27.0,0.0,0.0,15.0,74.4574898785425,0
103,2014,AYI,-9.890806765944733,30.803440417690414,0.831692891277641,15.0,41.0,12.0,7.0,117.0,1
104,2015,AYI,-29.619140187787288,36.69298255360624,1.4088720659733727,16.0,42.0,14.0,8.0,145.0,0
105,2016,AYI,-9.441162511026878,34.874812218890554,1.1617388745643409,18.0,44.0,14.0,9.0,61.0,1
106,2014,AZO,-2.3439288070515065,17.16666671330846,1.2512199346710415,66.0,52.0,19.0,11.0,3.0,2
107,2015,AZO,7.8844044665493715,18.661044069640912,1.3046503853905465,68.0,52.0,19.0,11.0,4.0,3
108,2016,AZO,-7.958833448970407,18.4651972061657,1.4260097674341399,69.0,53.0,19.0,12.0,4.0,2
109,2014,BA,22.226257865850503,17.95582295850067,0.7519000863872162,63.0,15.0,8.0,6.0,27.0,3
110,2015,BA,-14.417712841069712,18.419548803191493,20.0,82.0,15.0,8.0,5.0,24.0,1
111,2013,BAC,-0.6007344609398879,14.707446808510639,0.0562343554443054,5.0,0.0,0.0,11.0,74.4574898785425,2
112,2014,BAC,5.488597573060198,47.05555694444445,-0.7626245435823755,2.0,0.0,0.0,5.0,74.4574898785425,3
113,2013,BAX,4.718185122940871,10.034205778297297,-0.8143143920079734,24.0,44.0,5.0,21.0,52.0,3
114,2014,BAX,8.749829286337587,8.449382998253796,0.34354634168724235,31.0,43.0,6.0,23.0,48.0,3
115,2015,BAX,0.9263610943982854,21.866208954747187,-0.35619513526991003,11.0,42.0,5.0,10.0,128.0,2
116,2014,BBBY,-10.997175871163057,16.130927938144335,3.240212481488128,26.0,40.0,14.0,9.0,47.0,1
117,2015,BBBY,21.626137393449664,12.37329434697856,2.1432313422445,35.0,39.0,13.0,8.0,51.0,3
118,2016,BBBY,-9.938179365921702,8.597087281553398,20.0,33.0,38.0,12.0,7.0,32.0,1
119,2013,BBT,-19.54426012269593,15.060811036036036,-0.7935888892065143,7.0,0.0,0.0,16.0,74.4574898785425,0
120,2014,BBT,-16.913544930354185,13.71326164874552,0.5340954536879838,9.0,0.0,0.0,21.0,74.4574898785425,1
121,2015,BBT,3.880620711174586,14.853281467181468,-2.0720327646718144,8.0,0.0,0.0,20.0,74.4574898785425,2
122,2015,BBY,16.1933935268416,9.858356657223796,0.07806617454451331,25.0,22.0,4.0,3.0,50.0,3
123,2016,BBY,-63.333430886632684,14.121621814671816,-0.5303119681467181,20.0,23.0,3.0,2.0,47.0,0
124,2014,BCR,-15.926357085259887,39.57571723237598,-0.7175724525785369,16.0,62.0,24.0,9.0,164.0,1
125,2015,BCR,-14.502626690948848,50.0,-1.8713962885331148,9.0,62.0,25.0,4.0,82.0,1
126,2014,BDX,-0.9947581280144338,20.443719412724306,-2.7108371941272447,23.0,51.0,19.0,14.0,123.0,2
127,2015,BDX,3.282514726916211,43.00291545189504,-0.9763254508152467,10.0,46.0,10.0,7.0,35.0,2
128,2016,BDX,-11.767457238633899,34.594771459695,1.022931604368568,13.0,48.0,11.0,8.0,43.0,1
129,2014,BHI,8.599219722477878,14.089058269720102,0.23835598579594966,9.0,20.0,12.0,7.0,38.0,3
130,2015,BHI,-7.046068418691401,-11.275055679287304,0.05262585370498706,12.0,8.0,15.0,12.0,84.0,2
131,2014,BIIB,15.894321881387274,25.095008655394523,0.4325587018232478,27.0,88.0,41.0,30.0,83.0,3
132,2015,BIIB,30.17231705262724,21.09687912873862,0.885213644523424,38.0,88.0,45.0,33.0,133.0,3
133,2013,BK,-25.264115287131844,17.39714257142857,-1.2237989946798025,6.0,100.0,24.0,14.0,74.4574898785425,0
134,2014,BK,-12.52833853872855,17.419354377880186,0.7258064324116744,7.0,100.0,22.0,16.0,74.4574898785425,1
135,2015,BK,-3.0880189052398324,14.96703315018315,0.5799725345695971,8.0,100.0,28.0,21.0,74.4574898785425,2
136,2013,BLL,-19.542893062534095,17.413978136200715,2.5250268297490988,33.0,19.0,9.0,5.0,22.0,0
137,2014,BLL,-21.530768763385236,17.81858377581121,0.8285641455752212,45.0,19.0,10.0,5.0,10.0,0
138,2015,BLL,-16.73647677490612,34.509755365853664,-0.8730453036585366,22.0,19.0,8.0,4.0,10.0,1
139,2013,BMY,-51.853354650123094,27.52884583333333,0.8258653749999996,17.0,72.0,19.0,16.0,36.0,0
140,2014,BMY,-9.092319158079329,46.206611157024795,-2.0594946687131044,13.0,75.0,16.0,13.0,88.0,1
141,2015,BMY,2.193668446863387,50.0,-3.0643322228132384,11.0,76.0,11.0,9.0,53.0,2
142,2013,BSX,-51.10109987171036,-50.0,1.0235416666666668,2.0,70.0,2.0,2.0,12.0,0
143,2015,BSX,-14.728000117080946,-50.0,-0.8825,4.0,71.0,4.0,3.0,13.0,1
144,2014,BWA,15.08221650396664,19.26643598615917,3.2873356401384077,18.0,21.0,12.0,8.0,37.0,3
145,2015,BWA,-6.63564560974002,18.187500551470585,-3.091875093749999,17.0,21.0,12.0,8.0,25.0,2
146,2013,BXP,2.389697605548204,21.345996303901437,0.14012847913785637,13.0,64.0,32.0,35.0,74.4574898785425,2
147,2014,BXP,-20.84283105679249,40.952298233215544,-0.9776357470380378,8.0,64.0,33.0,19.0,74.4574898785425,0
148,2015,BXP,-2.3629124135323254,34.06992084432718,1.0043528748900616,10.0,64.0,34.0,23.0,74.4574898785425,2
149,2013,C,-7.033701059898582,10.674712528735634,0.145617002430035,7.0,100.0,28.0,20.0,74.4574898785425,2
150,2014,C,0.2573582200924156,24.20361990950226,-0.49198947012306,3.0,100.0,20.0,11.0,74.4574898785425,2
151,2015,C,10.359881252587398,9.836414140480592,0.06793273515769407,8.0,100.0,35.0,25.0,74.4574898785425,3
152,2014,CAG,-24.20555752555057,38.164720600972224,-0.6185316787054119,6.0,25.0,10.0,3.0,5.0,0
153,2015,CAG,-19.599530208880953,-50.0,0.2778563777859091,6.0,24.0,11.0,2.0,5.0,0
154,2016,CAG,-26.689732008273012,-23.02343240974522,-0.1424129839778055,18.0,27.0,8.0,6.0,33.0,0
155,2014,CAH,-9.486770311127337,21.72514605263158,0.08725673414581536,18.0,6.0,2.0,1.0,19.0,1
156,2015,CAH,1.48053118217602,23.3060106557377,3.3211065184426225,19.0,6.0,2.0,1.0,27.0,2
157,2016,CAH,-9.113645897281737,18.35550516055046,0.9597306983944955,22.0,5.0,2.0,1.0,12.0,1
158,2014,CAT,1.76604468949149,15.300501085141903,7.484495114148575,15.0,25.0,6.0,4.0,26.0,2
159,2015,CAT,-4.44253675099672,22.62994265536723,-0.553279006145509,17.0,27.0,8.0,5.0,25.0,2
160,2013,CB,-16.558419948102184,8.364791333938294,0.21759391835996345,13.0,35.0,22.0,20.0,74.4574898785425,1
161,2014,CB,-8.428205415464696,12.892941235294117,-0.5638103667180207,10.0,31.0,18.0,15.0,74.4574898785425,1
162,2015,CB,-5.160197722832909,13.380596785304245,5.415955841670727,10.0,32.0,17.0,15.0,74.4574898785425,2
163,2013,CBG,-16.31939634293595,24.35416666666667,-11.933541666666656,17.0,12.0,9.0,4.0,23.0,1
164,2014,CBG,-11.00225815789749,20.833333333333332,0.39215686274509803,21.0,11.0,9.0,5.0,26.0,1
165,2015,CBG,6.659043664818201,21.06707256097561,1.8216821567431867,20.0,10.0,8.0,5.0,12.0,3
166,2013,CCI,1.32307560301845,50.0,-4.751740858299596,1.0,65.0,31.0,3.0,54.0,2
167,2014,CCI,-0.955294465982116,50.0,0.24411859134615382,6.0,63.0,27.0,11.0,32.0,2
168,2015,CCI,-3.825509926806044,18.664414189189188,0.057091149284578695,21.0,64.0,26.0,42.0,36.0,2
169,2014,CCL,-2.460323119206815,26.85534496855346,1.8664464753144627,5.0,34.0,11.0,8.0,5.0,2
170,2015,CCL,20.851656838441627,22.31194668141593,0.529492466021662,7.0,40.0,16.0,11.0,20.0,3
171,2013,CF,0.014592983864094689,1.7721752874949737,-0.1260116776906746,30.0,46.0,44.0,28.0,225.0,2
172,2014,CF,-18.90838905476355,1.863365217231222,0.2023663447709193,52.0,37.0,50.0,46.0,213.0,0
173,2015,CF,28.638774326627335,16.093602794612792,-0.1806954327828373,16.0,36.0,28.0,15.0,25.0,3
174,2013,CHD,-15.788927256109508,10.627193070175439,0.7590852192982449,17.0,45.0,19.0,12.0,76.0,1
175,2014,CHD,-11.229450683942488,11.915033006535946,1.617040193744164,20.0,44.0,19.0,13.0,47.0,1
176,2015,CHD,-1.5782603726280287,13.151757507987222,5.749196853491577,20.0,45.0,20.0,12.0,38.0,2
177,2013,CHK,-31.0879259653898,28.52477352547945,-0.19016515683652965,5.0,32.0,11.0,4.0,17.0,0
178,2014,CHK,32.46280552845584,11.67622240650259,0.07103035297289076,11.0,31.0,15.0,8.0,73.0,3
179,2013,CHRW,-19.08083852754145,23.084906226415093,-0.8247811156622089,44.0,14.0,5.0,3.0,13.0,0
180,2014,CHRW,-14.224869422443449,21.936274509803923,1.4178323768531806,43.0,15.0,6.0,3.0,31.0,1
181,2015,CHRW,5.139798174342869,19.471590624999997,1.2952840720108703,44.0,17.0,6.0,4.0,12.0,3
182,2013,CI,-37.56533606961455,13.332386363636365,-1.8093952922077923,14.0,36.0,7.0,5.0,74.4574898785425,0
183,2014,CI,-12.644848329805857,12.011919761606023,0.2357729975512261,20.0,39.0,9.0,6.0,74.4574898785425,1
184,2015,CI,-31.476934447384554,15.304161077111385,6.0987081892288915,17.0,39.0,9.0,6.0,74.4574898785425,0
185,2013,CINF,-14.613594048645538,14.610759493670885,0.6638924050632904,9.0,17.0,16.0,11.0,74.4574898785425,1
186,2014,CINF,1.8845240361029139,16.305296105919005,10.304947138940902,8.0,16.0,15.0,11.0,74.4574898785425,2
187,2015,CINF,-19.733576430699273,14.481912144702843,0.7043475452196383,10.0,18.0,17.0,12.0,74.4574898785425,0
188,2013,CL,-20.404458513567924,24.528007987551867,-0.45791496926400793,97.0,59.0,20.0,13.0,21.0,0
189,2014,CL,-10.46860190587858,28.35714180672269,-20.0,190.0,59.0,21.0,13.0,28.0,1
190,2015,CL,-6.279142129556548,44.568626470588235,-1.2479215411764708,463.0,59.0,17.0,9.0,27.0,2
191,2014,CLX,-9.395890727508426,23.02552238979119,-16.770255473897834,362.0,43.0,18.0,10.0,20.0,1
192,2015,CLX,-10.525702145218547,26.052809325842695,8.020543442455837,492.0,44.0,18.0,10.0,27.0,1
193,2016,CLX,-2.615892360657173,24.595807984031936,1.9544883130168242,218.0,45.0,18.0,11.0,26.0,2
194,2014,CMA,12.386853750255849,14.391768292682928,1.1673323170731704,8.0,0.0,0.0,23.0,74.4574898785425,3
195,2015,CMA,-6.407967688826913,15.124573549488053,-1.4173886069234536,7.0,0.0,0.0,18.0,74.4574898785425,2
196,2013,CME,-42.16281953029819,22.147959013605448,2.609607344646556,5.0,100.0,53.0,35.0,74.4574898785425,0
197,2014,CME,-22.157448417884925,24.93323367952522,1.7047373725070725,5.0,100.0,55.0,38.0,74.4574898785425,0
198,2015,CME,-1.319418363534008,24.28301886792453,2.4068756936736975,6.0,100.0,58.0,39.0,74.4574898785425,2
199,2015,CMG,10.58313608581369,38.20620866013072,5.7711483607671035,22.0,26.0,17.0,11.0,237.0,3
200,2014,CMI,19.408232391572557,15.85121664823009,1.132433765950132,21.0,25.0,12.0,9.0,60.0,3
201,2015,CMI,15.255134582422116,14.889949045801526,-1.1407215201190328,19.0,26.0,11.0,7.0,48.0,3
202,2014,CMS,-22.59921666274943,17.670454829545456,6.043295551704558,13.0,29.0,16.0,7.0,13.0,0
203,2015,CMS,-18.463730255814564,18.807895263157896,2.3644211187969915,14.0,34.0,18.0,8.0,12.0,0
204,2013,CNC,-29.08999932577468,8.401006711409396,0.0011429941103958362,13.0,17.0,3.0,2.0,74.4574898785425,0
205,2014,CNC,-35.202047458905675,17.879347608695657,-0.7835361157928391,16.0,23.0,3.0,2.0,74.4574898785425,0
206,2015,CNC,5.805390576987643,19.921404849498327,0.6640468283166102,16.0,24.0,3.0,2.0,74.4574898785425,3
207,2013,CNP,-19.13918064274108,29.2054801369863,-1.1448548213698633,7.0,29.0,12.0,4.0,32.0,0
208,2014,CNP,5.607429131279665,16.56338063380282,0.17523576612573996,13.0,25.0,10.0,7.0,44.0,3
209,2015,CNP,10.235842770642556,-12.962733540372671,0.0607494443146178,20.0,31.0,13.0,9.0,43.0,3
210,2013,COF,-10.369737884051114,9.612056666666668,0.7106056178571433,10.0,0.0,0.0,17.0,74.4574898785425,1
211,2014,COF,4.116824546258132,10.40466945525292,1.1114078736292903,10.0,0.0,0.0,19.0,74.4574898785425,3
212,2015,COF,6.950389790151211,10.874125874125873,-1.4971341158841165,9.0,0.0,0.0,16.0,74.4574898785425,3
213,2013,COG,-6.492422558539904,47.78731194029851,7.526501630597015,13.0,77.0,32.0,16.0,13.0,2
214,2014,COG,16.408247721206216,50.0,-2.169523809523809,5.0,76.0,5.0,5.0,4.0,3
215,2015,COG,3.200207691216905,-50.0,0.3921832799865229,6.0,57.0,7.0,8.0,0.0,2
216,2014,COL,-4.0616428773795725,17.863534340044744,-5.169260249650451,32.0,30.0,18.0,12.0,15.0,2
217,2015,COL,-18.499047805244018,17.103082755298647,1.0618163877247895,37.0,31.0,19.0,13.0,12.0,0
218,2016,COL,-19.20358984411655,16.517920788530464,2.1981540741659766,35.0,31.0,19.0,14.0,14.0,0
219,2014,COO,-13.493564939906273,25.626559625668445,-3.251369752506688,11.0,64.0,18.0,16.0,6.0,1
220,2014,COST,-0.9048727633705036,27.953092110874195,20.0,17.0,13.0,3.0,2.0,51.0,2
221,2015,COST,-9.977219940378898,28.09149695009242,1.8298488985546328,22.0,13.0,3.0,2.0,39.0,1
222,2016,COST,-8.45835836632701,29.916044496268654,-20.0,19.0,13.0,3.0,2.0,30.0,1
223,2014,CPB,-12.933898808342448,16.796934865900386,0.21324804264534403,54.0,36.0,15.0,10.0,8.0,1
224,2015,CPB,-17.160523607684052,21.97963733031674,-1.4341713358031678,48.0,34.0,13.0,8.0,9.0,1
225,2016,CPB,-34.35303845771556,31.005494505494504,-1.7569780219780224,37.0,35.0,12.0,7.0,12.0,0
226,2014,CRM,-7.035113785516871,-50.0,1.8435796882855706,8.0,76.0,7.0,6.0,21.0,2
227,2015,CRM,-13.63510327944687,-50.0,-20.0,7.0,76.0,3.0,5.0,23.0,1
228,2016,CRM,10.567882604969865,-50.0,12.557142857142857,1.0,75.0,2.0,1.0,24.0,3
229,2014,CSCO,-34.60712127950687,16.816667,-0.8499234402702701,14.0,59.0,20.0,17.0,263.0,0
230,2015,CSCO,-3.9762206123657986,15.693181818181818,0.9053758741258741,15.0,60.0,22.0,18.0,258.0,2
231,2016,CSCO,-10.231674825599315,13.3685441314554,0.6359091262530137,17.0,63.0,26.0,22.0,264.0,1
232,2015,CSX,9.525187473712272,15.40250025,4.246689354642842,17.0,72.0,30.0,17.0,74.0,3
233,2014,CTAS,-6.767175363216051,22.47727256493506,1.0339545379870123,17.0,42.0,14.0,9.0,81.0,2
234,2015,CTAS,1.8824172946507964,23.228261820652175,1.1923841067934786,22.0,43.0,16.0,10.0,85.0,2
235,2016,CTAS,-14.319163320201548,16.38095253968254,0.23008360819096088,38.0,43.0,16.0,14.0,26.0,1
236,2013,CTL,-3.8829724303689366,-50.0,0.6803030587121212,1.0,59.0,8.0,1.0,4.0,2
237,2014,CTL,-0.9915307181583468,26.4044125,-0.0600100284090909,5.0,56.0,13.0,4.0,3.0,2
238,2015,CTL,41.85881671878433,20.61075981012658,1.2741196973532805,6.0,57.0,15.0,5.0,3.0,3
239,2013,CTSH,8.178510890153053,10.80343961916462,0.6500690391531809,20.0,40.0,19.0,14.0,211.0,3
240,2014,CTSH,3.86676512438453,21.90611793248945,-0.5244582352072474,19.0,40.0,18.0,14.0,146.0,2
241,2015,CTSH,0.5796654868687379,21.252808426966293,1.6789718657303372,17.0,40.0,17.0,13.0,182.0,2
242,2014,CTXS,-10.117125210946133,43.48986587837838,-2.3279869381955485,12.0,80.0,10.0,8.0,50.0,1
243,2015,CTXS,-11.376139455257391,34.98756243781095,0.9770111775086836,16.0,81.0,11.0,10.0,52.0,1
244,2014,CVS,-15.689473737381771,21.22361846733668,3.810144839136156,12.0,18.0,6.0,3.0,13.0,1
245,2015,CVS,12.960014348398776,20.937768240343345,1.2254752587730364,14.0,17.0,6.0,3.0,11.0,3
246,2013,CVX,-7.4383678778123965,10.507602728085867,-0.6295179848701443,14.0,28.0,12.0,10.0,50.0,2
247,2014,CVX,7.1396043405257865,11.562683692458373,-1.3326886977493282,12.0,28.0,10.0,10.0,41.0,3
248,2015,CVX,0.054566375270320044,40.85568983739837,-0.5382407654707578,3.0,29.0,3.0,4.0,43.0,2
249,2013,CXO,-13.34753405899361,39.253139121338904,-0.9166375504312662,7.0,80.0,27.0,11.0,0.0,1
250,2014,CXO,-11.81515533084512,20.934560838445808,0.20013440161554194,10.0,80.0,41.0,20.0,0.0,1
251,2015,CXO,-12.957645061468407,50.0,-1.9877464982758624,1.0,70.0,21.0,4.0,38.0,1
252,2013,D,-16.11378064198056,19.92491518771331,0.044000854372866896,15.0,39.0,25.0,13.0,13.0,1
253,2014,D,-18.40392536249742,31.773334222222225,-1.3690569010457516,11.0,37.0,22.0,11.0,8.0,0
254,2015,D,4.085758412803928,22.713395638629283,0.5323452102803737,15.0,47.0,30.0,16.0,8.0,3
255,2014,DAL,-6.806481916963629,48.632912658227845,-0.5193928107475108,7.0,43.0,5.0,2.0,26.0,2
256,2015,DAL,15.185897887834892,8.88380264084507,0.014352155595639278,42.0,58.0,19.0,11.0,31.0,3
257,2014,DD,-12.850137829477418,16.735787803379747,-0.6878804120759237,27.0,40.0,14.0,13.0,51.0,1
258,2015,DD,-12.661241023689788,31.641348799562216,-0.702153526731858,20.0,40.0,12.0,8.0,60.0,1
259,2014,DE,-8.084251066738782,10.371412055109069,-2.0257353758702448,35.0,31.0,15.0,9.0,23.0,1
260,2013,DFS,-11.172053814583585,9.511066498993964,0.850289345010061,23.0,0.0,0.0,26.0,74.4574898785425,1
261,2014,DFS,-1.41710229293324,12.4480649694501,-10.311147149694527,21.0,0.0,0.0,24.0,74.4574898785425,2
262,2015,DFS,11.846863181515175,11.676069844357977,2.492587084165118,20.0,0.0,0.0,23.0,74.4574898785425,3
263,2014,DG,-0.1286687479963119,20.755520504731862,1.9856114616193477,19.0,31.0,10.0,6.0,28.0,2
264,2015,DG,6.002653643667991,20.391428285714287,1.958812959567099,19.0,31.0,9.0,6.0,30.0,3
265,2016,DG,-22.640127207724216,18.311868434343435,1.3932943373956959,22.0,31.0,10.0,6.0,8.0,0
266,2013,DGX,-8.616509149165376,10.115591308243728,0.16891585486014649,22.0,39.0,21.0,12.0,17.0,1
267,2014,DGX,-9.218640759810238,15.909921540469973,-0.5072992125475568,13.0,38.0,13.0,7.0,11.0,1
268,2015,DGX,-10.556830924839923,14.207317378048781,0.49921124365070496,15.0,38.0,19.0,9.0,11.0,1
269,2014,DHI,1.43319981782924,14.9171974522293,1.6523664870161665,10.0,22.0,12.0,7.0,74.4574898785425,2
270,2015,DHI,-1.8807820983266974,14.097560975609756,0.4611077235772359,13.0,21.0,12.0,7.0,74.4574898785425,2
271,2016,DHI,7.699980136355826,12.38702949790795,0.7468650138444493,13.0,22.0,13.0,7.0,74.4574898785425,3
272,2013,DHR,-17.834441904227056,13.132453232726098,1.0787372298310727,12.0,51.0,17.0,15.0,69.0,1
273,2014,DHR,2.392235404587338,16.722332745945945,-3.806789866282988,11.0,52.0,17.0,14.0,56.0,2
