year,symbol,change in 12 months
2012,AAL,-66.2984146827854
2012,AAP,-35.930591577451395
2012,AAPL,20.406597231180374
2012,ABC,-27.93907746186326
2012,ABT,-27.913575954462168
2012,ADBE,-50.511321180125776
2012,ADI,-29.68751054887497
2012,ADM,-8.31942430004331
2012,ADS,-54.3240593899254
2012,ADSK,-63.04035822902111
2012,AEE,2.707325275586215
2012,AEP,2.4896030437244145
2012,AFL,-9.015524256360923
2012,AIG,-25.899903475514257
2012,AIV,-9.412780912922177
2012,AIZ,3.6052039706526267
2012,AJG,-14.396674577977107
2012,AKAM,13.805303834195733
2012,ALB,-22.269235099247616
2012,ALK,-13.061088247060843
2012,ALL,-27.972138371029256
2012,ALXN,-5.895262729254128
2012,AMAT,-12.822346390791756
2012,AME,-36.35545101415254
2012,AMG,-32.96822777898961
2012,AMGN,-41.8856864675488
2012,AMP,-37.88904983732608
2012,AMT,-25.783941773910342
2012,AMZN,-39.79698971775598
2012,AN,6.205859118497281
2012,ANTM,-16.917647463268736
2012,AON,-32.10896965882452
2012,APA,17.915428321007518
2012,APC,15.768831489188264
2012,APD,-5.616290092912211
2012,APH,-18.83719471724074
2012,ARNC,8.375677551625614
2012,ATVI,15.622226031952632
2012,AVB,-15.868229208794553
2012,AVGO,7.485456748408995
2012,AVY,-24.47600242700864
2012,AWK,-7.972238291609941
2012,AXP,-24.126854973247365
2012,AYI,-29.91324265192763
2012,AZO,-25.9978481474843
2012,BA,-2.912169424079986
2012,BAC,-39.28532801440473
2012,BAX,-24.580985646171303
2012,BBBY,0.5285152305757141
2012,BBT,-20.217308871031438
2012,BBY,50.864883881697175
2012,BCR,-31.794317553410547
2012,BDX,-15.18654868802856
2012,BHI,16.621521688147965
2012,BIIB,-27.635352395351052
2012,BK,-27.296574002504293
2012,BLL,-23.67655748875448
2012,BMY,-3.038554532358605
2012,BSX,4.396130670523419
2012,BWA,-28.20081960536497
2012,BXP,-10.438713316308723
2012,C,-42.60090118855487
2012,CAG,6.4378602407601075
2012,CAH,-8.115523498386693
2012,CAT,10.823197413409137
2012,CB,-22.900704500953417
2012,CBG,-37.49249037011537
2012,CCI,-33.1308235461467
2012,CCL,-4.80711747351202
2012,CELG,-14.470488219275522
2012,CERN,-1.04511023690091
2012,CF,-17.803256127316054
2012,CHD,-4.609985875389103
2012,CHK,42.84381438463115
2012,CHRW,4.798811933850091
2012,CI,-43.92743836650934
2012,CINF,-33.6967988912835
2012,CL,-19.293099908813545
2012,CLX,-12.832101064042371
2012,CMA,-21.71850877097912
2012,CME,-11.34375672384407
2012,CMG,-15.921099059696925
2012,CMI,-12.103559990271718
2012,CMS,1.6455392533476256
2012,CNC,-55.59251514381034
2012,CNP,3.3093913954443126
2012,COF,-35.02459891795643
2012,COG,-19.764383494535927
2012,COL,-18.579178743801233
2012,COO,-14.054539099724643
2012,COST,-14.644470558061224
2012,CPB,-1.2145851733087953
2012,CRM,-51.19970708452774
2012,CSCO,-1.1990940251958029
2012,CSX,-3.880945796621423
2012,CTAS,-12.92146152419646
