year,symbol,PE
2014-01-01,MRO,7.075892857142856
2014-01-01,MSFT,15.804510902255636
2014-01-01,MTB,16.343373360107098
2014-01-01,MTD,23.328778181041844
2014-01-01,MU,9.952961846689895
2014-01-01,MUR,11.32213418972332
2014-01-01,MYL,20.12650582329317
2014-01-01,NBL,17.077381398809525
2014-01-01,NDAQ,18.116326530612245
2014-01-01,NEE,17.040564109347443
2014-01-01,NEM,20.897058333333334
2014-01-01,NFLX,11.422779761903152
2014-01-01,NFX,3.911229210925645
2014-01-01,NOV,11.747523662803419
2014-01-01,NSC,15.804348214285712
2014-01-01,NTAP,22.07753983957219
2014-01-01,NTRS,19.479041766467066
2014-01-01,NUE,23.12837905405405
2014-01-01,NVDA,24.213333333333335
2014-01-01,NWL,25.890512043795614
2014-01-01,O,41.51442403846154
2014-01-01,OKE,34.760845111133335
2014-01-01,OMC,17.854800468384077
2014-01-01,ORLY,21.676943565683644
2014-01-01,OXY,108.43707504677215
2014-01-01,PAYX,26.764534883720927
2014-01-01,PBCT,18.101190476190478
2014-01-01,PBI,14.554545151515153
2014-01-01,PCAR,16.744125195822452
2014-01-01,PCG,15.431596091205213
2014-01-01,PCLN,24.955723812095034
2014-01-01,PDCO,22.59045226130653
2014-01-01,PEG,12.444999666666668
2014-01-01,PEP,20.71925730858469
2014-01-01,PFE,21.406249652777777
2014-01-01,PFG,13.795945945945945
2014-01-01,PGR,12.56912465437788
2014-01-01,PH,18.549427793696275
2014-01-01,PHM,16.401574803149604
2014-01-01,PKI,30.46071464285714
2014-01-01,PM,17.828781827731095
2014-01-01,PNC,11.334004973118278
2014-01-01,PNR,63.88052876106196
2014-01-01,PNW,17.091922144846798
2014-01-01,PPG,6.936677631578948
2014-01-01,PPL,12.765151325757577
2014-01-01,PRU,-34.11524182156134
2014-01-01,PVH,74.48022514124293
2014-01-01,PWR,22.218519259259256
2014-01-01,PX,22.51036252158894
2014-01-01,QCOM,15.73150105708245
2014-01-01,R,20.12077282608696
2014-01-01,RCL,18.834782463768118
2014-01-01,REGN,99.1820803468208
2014-01-01,RHI,22.052631798245617
2014-01-01,RHT,66.74468085106383
2014-01-01,RL,21.160819064327484
2014-01-01,ROK,19.25334489966555
2014-01-01,ROP,22.97758902627512
2014-01-01,ROST,10.735369083969465
2014-01-01,RRC,17.88451430446194
2014-01-01,RSG,24.038961363636364
2014-01-01,SBUX,14.56909109090909
2014-01-01,SCG,14.381266226912928
2014-01-01,SCHW,29.416666666666668
2014-01-01,SE,22.40372795031056
2014-01-01,SEE,31.57786844262295
2014-01-01,SHW,24.972067039106147
2014-01-01,SIG,22.91285446623094
2014-01-01,SJM,19.038745110701107
2014-01-01,SLG,181.65254067796613
2014-01-01,SNI,21.03367836787565
2014-01-01,SO,20.794521004566214
2014-01-01,SPG,36.4544702675885
2014-01-01,SPGI,-199.7142880952381
2014-01-01,SPLS,17.857895263157893
2014-01-01,SRCL,32.35937552083333
2014-01-01,SRE,21.5052968220339
2014-01-01,STI,12.20398773006135
2014-01-01,STT,16.435483655913977
2014-01-01,STX,13.25107296137339
2014-01-01,SWKS,20.805328278688524
2014-01-01,SWN,12.600760456273765
2014-01-01,SYK,62.90441397058823
2014-01-01,SYMC,19.1937988372093
2014-01-01,SYY,24.21383647798742
2014-01-01,T,29.084034453781516
2014-01-01,TAP,23.5989214028777
2014-01-01,TDC,19.061440889830507
2014-01-01,TEL,13.74654366359447
2014-01-01,TGT,22.416128387096773
2014-01-01,TIF,70.43309823943662
2014-01-01,TJX,22.030000166666667
2014-01-01,TMK,12.931325020084335
2014-01-01,TMO,24.99159716386555
2014-01-01,TRV,9.134011275415897
2014-01-01,TSCO,28.934943866171004
2014-01-01,TSO,10.165396265243901
2014-01-01,TSS,19.479768208092484
2014-01-01,TXN,18.70498084291188
2014-01-01,UAL,17.10000032786885
2014-01-01,UDR,45.76666666666667
2014-01-01,UHS,17.455615851449274
2014-01-01,UNH,15.400519636678201
2014-01-01,UNM,21.768517901234567
2014-01-01,UNP,17.757365511265164
2014-01-01,UPS,32.79153987915408
2014-01-01,URBN,19.166667447916666
2014-01-01,UTX,16.582369942196532
2014-01-01,VAR,21.347938659793815
2014-01-01,VIAB,14.853526130198917
2014-01-01,VLO,7.245639534883721
2014-01-01,VMC,40.33974262820513
2014-01-01,VNO,22.587501841889953
2014-01-01,VRSK,27.010372406639004
2014-01-01,VRSN,20.975000535714287
2014-01-01,VRTX,-30.84076449044586
2014-01-01,VTR,40.16358055555555
2014-01-01,VZ,19.867769421487605
2014-01-01,WDC,14.241278997093024
2014-01-01,WEC,18.26436704980843
2014-01-01,WFC,12.06834556354916
2014-01-01,WFM,34.59235636942675
2014-01-01,WHR,21.168675240963854
2014-01-01,WM,17.237500535714286
2014-01-01,WMB,14.178571258503403
2014-01-01,WMT,16.918367653061225
2014-01-01,WU,11.012499687499998
2014-01-01,WY,10.603124843749999
2014-01-01,WYN,18.938388151658767
2014-01-01,WYNN,23.828275448275864
2014-01-01,XEC,18.03972383419689
2014-01-01,XEL,15.864532019704434
2014-01-01,XL,46.79577535211268
2014-01-01,XLNX,19.090717510548522
2014-01-01,XOM,12.698683947368421
2014-01-01,XRAY,22.25657850877193
2014-01-01,XRX,15.920731707317074
2014-01-01,YHOO,6.038764783180026
2014-01-01,YUM,22.568228394092827
2014-01-01,ZBH,24.376759976525825
2014-01-01,ZION,17.43452380952381
