date,change,stability
2012-01-03,0.5865283618873184,1
2012-01-04,-0.26812347699041245,2
2012-01-05,-1.064616669849803,2
2012-01-06,0.1494725424905057,1
2012-01-09,-0.1372666676559446,2
2012-01-10,-0.2195504187526221,2
2012-01-11,-0.5324304124962356,2
2012-01-12,-0.20764880081856688,2
2012-01-13,-0.2928449406244046,2
2012-01-17,0.527133176672848,1
2012-01-18,-1.3608209031551348,2
2012-01-19,-0.3436008132535972,2
2012-01-20,0.06330153691408423,1
2012-01-23,-0.024484355072722185,2
2012-01-24,-0.8370159930094525,2
2012-01-25,-1.1952001853741956,2
2012-01-26,1.0150410712522562,1
2012-01-27,-0.5015082643703526,2
2012-01-30,-0.42813366236119005,2
2012-01-31,0.4747841143087378,1
2012-02-01,-0.4512496186855459,2
2012-02-02,-0.01643251338446695,2
2012-02-03,-0.6419466137390397,2
2012-02-06,-0.3141831179956924,2
2012-02-07,-0.4901683540742949,2
2012-02-08,-0.17720166774893026,2
2012-02-09,0.020360933058949256,1
2012-02-10,-0.13927426202603305,2
2012-02-13,0.02001860966235839,1
2012-02-14,-0.2277735532999661,2
2012-02-15,0.6840056530350691,1
2012-02-16,-1.2002748097000937,2
2012-02-17,0.2708889139715652,1
2012-02-21,0.6062957730174466,1
2012-02-22,0.19041912226539168,1
2012-02-23,-0.6252750967532381,2
2012-02-24,0.10150132649957824,1
2012-02-27,-0.7689256797393448,2
2012-02-28,-0.061710708921587726,2
2012-02-29,0.5821768473525881,1
2012-03-01,-0.3577941088861777,2
2012-03-02,0.3639106356929035,1
2012-03-05,0.18304662679555928,1
2012-03-06,0.6361502722401414,1
2012-03-07,-0.5338747906503353,2
2012-03-08,-0.4766722289436664,2
2012-03-09,-0.3425541419109704,2
2012-03-12,0.17180362218785789,1
2012-03-13,-1.2144192408178829,2
2012-03-14,0.2785754644343873,1
2012-03-15,-0.7011251436283233,2
2012-03-16,0.10807097911685844,1
2012-03-19,-0.3772648296987447,2
2012-03-20,-0.17309340695689526,2
2012-03-21,0.08566398065091209,1
2012-03-22,0.09441839316341603,1
2012-03-23,-0.32996608786463544,2
2012-03-26,-0.6503562766648057,2
2012-03-27,0.3926346140395904,1
2012-03-28,0.5750259636910814,1
2012-03-29,-0.522031047786966,2
2012-03-30,0.20509471637356835,1
2012-04-02,-0.8519396382010427,2
2012-04-03,0.14715375922659155,1
2012-04-04,0.2257151261157093,1
2012-04-05,-0.23381273481120826,2
2012-04-09,-0.048361682432035216,2
2012-04-10,1.8317407993044812,1
2012-04-11,0.023095914737976828,1
2012-04-12,-1.377852151741899,2
2012-04-13,0.8099523863115335,1
2012-04-16,0.4898405920827337,1
2012-04-17,-0.7492937568036919,2
2012-04-18,-0.06516770937999591,2
2012-04-19,0.477959980442516,1
2012-04-20,0.1585147163023784,1
2012-04-23,-0.1322895294678995,2
2012-04-24,-0.24890548412015856,2
2012-04-25,-0.4978805842137934,2
2012-04-26,-0.9883486961014516,2
2012-04-27,-0.1090268957024724,2
2012-04-30,0.2327074969722689,1
2012-05-01,-0.6725729248096234,2
2012-05-02,-0.4100438440067743,2
