year,symbol,PE
2013-01-01,AAL,-1.7093333333333334
2013-01-01,AAP,17.097947854477614
2013-01-01,AAPL,1.977070777272046
2013-01-01,ABC,30.34840345744681
2013-01-01,ABT,21.54878048780488
2013-01-01,ADBE,84.06896206896552
2013-01-01,ADI,21.41552488584475
2013-01-01,ADM,17.711822413793104
2013-01-01,ADS,20.211099355797817
2013-01-01,ADSK,39.37614678899082
2013-01-01,AEE,28.315125630252105
2013-01-01,AEP,14.79276282894737
2013-01-01,AFL,8.916176617647059
2013-01-01,AIG,7.1022727272727275
2013-01-01,AIV,19.13214285714286
2013-01-01,AIZ,7.96551724137931
2013-01-01,AJG,19.675481490384616
2013-01-01,AKAM,26.921212424242427
2013-01-01,ALB,12.867139858012171
2013-01-01,ALK,4.01101914600551
2013-01-01,ALL,9.77618090349076
2013-01-01,ALXN,88.84108527131784
2013-01-01,AMAT,69.45238333333334
2013-01-01,AME,21.476414386792452
2013-01-01,AMG,25.678939690721652
2013-01-01,AMGN,15.057037407407407
2013-01-01,AMP,13.566310823170733
2013-01-01,AMT,56.54642892857144
2013-01-01,AMZN,542.2166450000001
2013-01-01,AN,14.572815857605178
2013-01-01,ANTM,9.156475059952038
2013-01-01,AON,19.581232212885155
2013-01-01,APA,15.022604159132007
2013-01-01,APC,48.98417753164557
2013-01-01,APD,19.32009303385021
2013-01-01,APH,9.669374937499999
2013-01-01,ARNC,-3.403090802726635
2013-01-01,ATVI,14.921874479166668
2013-01-01,AVB,46.0161868705036
2013-01-01,AVY,19.59132351598174
2013-01-01,AWK,19.216345673076923
2013-01-01,AXP,15.091650203665989
2013-01-01,AYI,30.240740235690236
2013-01-01,AZO,14.86456842291372
2013-01-01,BA,17.637645688225536
2013-01-01,BAC,14.707446808510639
2013-01-01,BAX,10.034205778297297
2013-01-01,BBBY,14.803029761904764
2013-01-01,BBT,15.060811036036036
2013-01-01,BCR,13.637587353629977
2013-01-01,BDX,14.329562745098038
2013-01-01,BHI,19.47975688259109
2013-01-01,BIIB,27.267811323155215
2013-01-01,BK,17.39714257142857
2013-01-01,BLL,17.413978136200715
2013-01-01,BMY,27.52884583333333
2013-01-01,BSX,-99.16666666666667
2013-01-01,BWA,16.969780036630038
2013-01-01,BXP,21.345996303901437
2013-01-01,C,10.674712528735634
2013-01-01,CAG,13.177829290531916
2013-01-01,CAH,55.448977551020405
2013-01-01,CAT,15.668653918228278
2013-01-01,CB,8.364791333938294
2013-01-01,CBG,24.35416666666667
2013-01-01,CCI,282.1346134615385
2013-01-01,CCL,27.848920143884893
2013-01-01,CELG,17.77857157142857
